title,link,head_title,head_name,inn,ogrn,reg_date,reg_cap,status,main_activity,main_activity_code,address 
"ооо ""усадьба""",/id/1882817,директор,пузиков владимир викторович,6027091599,1056000411059,3 ноября 2005 г.,10 000 руб.,,56.30 подача напитков,563000,"180019, псковская область, город псков, текстильная улица, 11"
"ооо ""кристалл""",/id/806368,директор,шутова ольга владимировна,6137907449,1066137008640,29 мая 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"347320, ростовская область, цимлянский район, город цимлянск, московская улица, 49, 4"
"ооо ""ваниль""",/id/2228161,директор,трошина екатерина михайловна,7604090137,1067604077144,5 мая 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"150003, ярославская область, город ярославль, волжская набережная, 2"
"ооо ""сочиинвест-а""",/id/138254,директор,грязнова елена викторовна,2317049104,1072317003770,19 ноября 2007 г.,12 000 руб.,,56.30 подача напитков,563000,"354340, краснодарский край, город сочи, улица гастелло, 30 а"
"ооо ""перевозчик""",/id/669277,генеральный директор,дударева полина михайловна,3906172477,1073906016832,30 апреля 2007 г.,10 000 руб.,,56.30 подача напитков,563000,"236003, калининградская область, город калининград, московский проспект, дом 184 литер г, офис 10"
"ооо ""кристалл""",/id/5391639,генеральный директор,кондалова юлия борисовна,5834050343,1105834002405,8 ноября 2010 г.,10 000 руб.,,56.30 подача напитков,563000,"440067, пензенская область, город пенза, улица дружбы, 21"
"ооо ""фит бар""",/id/3098217,генеральный директор,сафронов евгений сергеевич,6501219605,1106501004928,24 июня 2010 г.,10 000 руб.,,56.30 подача напитков,563000,"693017, сахалинская область, город южно-сахалинск, 2-я центральная улица, 1б"
"ооо ""солёный пёс""",/id/7325909,директор,тимошенко юрий юрьевич,6165182547,1136165004535,20 июня 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"344018, ростовская область, город ростов-на-дону, соборный переулок, 96 а, 10"
"ооо ""лавр""",/id/7325634,директор,фомичева наталия викторовна,6321324946,1136320021903,11 ноября 2013 г.,260 000 руб.,,56.30 подача напитков,563000,"445037, самарская область, город тольятти, ленинский проспект, 21, 66"
"ооо ""фэмили эстейт""",/id/6683519,конкурсный управляющий,павлов алексей викторович,6658425444,1136658001226,23 января 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"620100, свердловская область, город екатеринбург, улица куйбышева, 82а, офис 406"
"ооо ""димго""",/id/7236490,директор,голубенко алексей павлович,3460015530,1143443013812,26 мая 2014 г.,60 000 руб.,,56.30 подача напитков,563000,"400119, волгоградская область, город волгоград, улица им тулака, дом 40"
"ооо ""кф-центр""",/id/7183774,генеральный директор,сухов дмитрий анатольевич,7325126425,1147325000624,4 февраля 2014 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"432017, ульяновская область, город ульяновск, молочный переулок, 1"
"ооо ""спартак""",/id/10480105,директор,николаев денис валерьевич,1841063265,1161832065009,17 мая 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"426063, республика удмуртская, город ижевск, промышленная улица, дом 27"
"ооо ""бар блеск""",/id/10602609,директор,копейко александр александрович,2320242362,1162366057083,23 августа 2016 г.,13 000 руб.,,56.30 подача напитков,563000,"354000, краснодарский край, город сочи, улица соколова, дом 1 литер а1"
"ооо ""восток""",/id/10493077,генеральный директор,гаврильчик александр павлович,7810442666,1167847234940,26 мая 2016 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"196135, город санкт-петербург, улица типанова, дом 27/39 литер а, помещение 23 н"
"ооо ""азалия""",/id/11319392,директор,луговая нина дмитриевна,8602283600,1188617001132,1 февраля 2018 г.,1 000 000 руб.,,56.30 подача напитков,563000,"628400, ханты-мансийский автономный округ - югра, город сургут, авиатор-34 спк, ул no3 уч-к 2а, офис 1"
"ооо ""нова""",/id/11739395,директор,адамович павел альбертович,5905059955,1195958009940,21 марта 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"614081, пермский край, город пермь, шоссе космонавтов, дом 61б, офис 1"
"ооо ""рюмочная 9""",/id/11821646,генеральный директор,царев иван вячеславович,9715350458,1197746403172,24 июня 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"127015, город москва, новодмитровская улица, дом 1 строение 1, эт 1 пом 27-03"
"ооо ""престиж плюс""",/id/11825080,директор,эмиргамзаев эмир ханкишиевич,3327143387,1193328006431,26 июня 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"600901, владимирская область, город владимир, улица рябиновая (юрьевец мкр.), дом 51, помещение 20"
"ооо ""двни""",/id/2897557,директор,селимян арам володяевич,4634001499,1024601275401,16 октября 1996 г.,104 530 руб.,,56.30 подача напитков,563000,"307251, курская область, город курчатов, молодежная улица, 3 ""а"""
"ооо ""ариес""",/id/3764653,генеральный директор,каракозов сергей алексеевич,5835046798,1035802506596,2 апреля 2003 г.,10 000 руб.,,56.30 подача напитков,563000,"440000, пензенская область, город пенза, московская улица, стр 39, литер а, этаж 2"
"ооо ""арена""",/id/3036585,директор,чуденко оксана александровна,2311077546,1042306437931,20 августа 2004 г.,11 000 руб.,,56.30 подача напитков,563000,"350062, краснодарский край, город краснодар, улица им. тургенева, дом 149, помещение 34"
"ооо ""гермес""",/id/2934447,директор,тирских галина павловна,2309095820,1052304990022,16 декабря 2005 г.,319 984 руб.,,56.30 подача напитков,563000,"350058, краснодарский край, город краснодар, улица им. стасова, 157 б"
"ооо ""лидер""",/id/1402262,директор,ефимов владислав сергеевич,2312135825,1072312002366,19 февраля 2007 г.,11 000 руб.,,56.30 подача напитков,563000,"350910, краснодарский край, город краснодар, улица им. мачуги в.н., 76"
"ооо ""пчёлка""",/id/4442777,генеральный директор,полекарпова наталья петровна,6727017544,1076727000228,5 февраля 2007 г.,110 000 руб.,,56.30 подача напитков,563000,"215805, смоленская область, ярцевский район, город ярцево, проспект металлургов, 34, 56"
"ооо ""спбп оао ""макр""",/id/1691041,генеральный директор,хитрый дмитрий валерьевич,2312157900,1092312000120,13 января 2009 г.,10 000 руб.,,56.30 подача напитков,563000,"350912, краснодарский край, город краснодар, им. евдокии бершанской (пашковский жилой улица, дом 355 литер а, помещение 25"
"ооо ""каралина""",/id/5886870,ген. директор,прынь светлана викторовна,2312185368,1112312008643,3 октября 2011 г.,10 000 руб.,,56.30 подача напитков,563000,"350080, краснодарский край, город краснодар, улица им. тюляева, 21"
"ооо ""легран-инвест""",/id/5773537,генеральный директор,хилько владимир анатольевич,2373000590,1112373000607,8 декабря 2011 г.,10 000 руб.,,56.30 подача напитков,563000,"350912, краснодарский край, город краснодар, им. евдокии бершанской (пашковский жилой улица, дом 355 литер а, помещение 1"
"ооо ""винный дворик""",/id/6000302,директор,бугрова виктория юрьевна,2318039902,1122366003649,14 марта 2012 г.,10 000 руб.,,56.30 подача напитков,563000,"354208, краснодарский край, город сочи, улица декабристов, 78б"
"ооо ""английский паб""",/id/6016818,генеральный директор,ухватов юрий александрович,5030075933,1125030000149,25 января 2012 г.,10 000 руб.,,56.30 подача напитков,563000,"143306, московская область, город наро-фоминск, профсоюзная улица, 1"
"ооо ""кухни мира""",/id/8184524,инн,6165179061,6165179061,1126165016713,13 декабря 2012 г.,15 000 руб.,,56.30 подача напитков,563000,"350912, краснодарский край, город краснодар, улица им. фадеева (пашковский жилой массив тер, дом 429/3, помещение 11"
"ооо ""ричмонд""",/id/7237412,генеральный директор,жуганова юлия валерьевна,2311173627,1142311007288,23 мая 2014 г.,16 000 руб.,,56.30 подача напитков,563000,"350912, краснодарский край, город краснодар, улица им. фадеева (пашковский жилой массив тер, дом 429/1, квартира 59"
"ооо ""цб""",/id/10263309,директор,овчинников александр романович,2310189173,1152310007970,17 декабря 2015 г.,11 000 руб.,,56.30 подача напитков,563000,"350033, краснодарский край, город краснодар, улица им. суворова, дом 54"
"ооо ""маяк""",/id/7472045,генеральный директор,неугодов олег алексеевич,7715406072,1157746060581,28 января 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"127081, город москва, проезд дежнёва, дом 21"
"ооо ""дар""",/id/10601572,директор,присухин максим юрьевич,2308235961,1162375035558,23 августа 2016 г.,20 000 руб.,,56.30 подача напитков,563000,"350049, краснодарский край, город краснодар, улица им. тургенева, дом 76, помещение 1 2 2/1"
"ооо ""квантика""",/id/11074483,генеральный директор,хитрый дмитрий валерьевич,2312262414,1172375051210,29 июня 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"350912, краснодарский край, город краснодар, им. евдокии бершанской (пашковский жилой улица, дом 355 литер а1, помещение 5"
"ооо ""рублев и хан""",/id/11249835,директор,крамарь ирина владимировна,2310204390,1172375097102,23 ноября 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"350000, краснодарский край, город краснодар, улица им. леваневского, дом 15, офис 107"
"ооо ""оазис""",/id/11359618,директор,григорьева наталья николаевна,2310205989,1182375017660,6 марта 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"350033, краснодарский край, город краснодар, улица им. суворова, дом 54, помещение подвал"
"ооо ""лада""",/id/3659987,директор,варгин владислав александрович,5259061095,1065259036842,5 июня 2006 г.,560 000 руб.,,56.30 подача напитков,563000,"603014, нижегородская область, город нижний новгород, улица страж революции, 17, 18"
"ооо ""грак""",/id/5640508,директор,смовзюк виталий тарасович,4345305064,1114345012583,31 мая 2011 г.,10 000 руб.,,56.30 подача напитков,563000,"610007, кировская область, город киров, улица серафимовича, 13, 2"
"ооо ""катерина""",/id/6987261,директор,черных екатерина вадимовна,2902076770,1132932002279,16 сентября 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"164500, архангельская область, город северодвинск, проспект труда, 14, 51"
"ооо ""фортуна""",/id/7391539,генеральный директор,варданян наталья владимировна,2502049980,1142502002081,6 августа 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"692760, приморский край, город артем, площадь ленина, 7, 25"
"ооо ""арт-клуб""",/id/11527511,генеральный директор,карпенко юрий анатольевич,2366006640,1182375067357,9 августа 2018 г.,50 000 руб.,,56.30 подача напитков,563000,"354000, краснодарский край, город сочи, улица конституции ссср, дом 34, офис 1"
"ооо ""русская пирамида""",/id/1154594,директор,кондинкина наталья леонидовна,8601015694,1028600513600,5 декабря 2000 г.,10 000 руб.,,56.30 подача напитков,563000,"628001, ханты-мансийский автономный округ - югра, город ханты-мансийск, улица гагарина, дом 51, подвал"
"ооо ""регион""",/id/632670,ликвидатор,житков сергей юрьевич,3801066224,1033800531071,9 апреля 2003 г.,21 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"665806, иркутская область, город ангарск, квартал 28-29, 2"
"ооо ""рест""",/id/5971911,ликвидатор,карелина елена валентиновна,6452099518,1126450010928,6 июля 2012 г.,13 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"410019, саратовская область, город саратов, улица танкистов, 66"
"общество с ограниченной ответственностью ""кулинарняганьконсалт""",/id/6146262,генеральный директор,сигарев алексей валентинович,8610027400,1128610000881,24 июля 2012 г.,10 000 руб.,,56.30 подача напитков,563000,"628181, ханты-мансийский автономный округ - югра, город нягань, проспект нефтяников, 2а"
"ооо ""аппетит""",/id/6820301,директор,оганесян оксана евгеньевна,6612041830,1136612001371,26 апреля 2013 г.,259 904 руб.,,56.30 подача напитков,563000,"623428, свердловская область, город каменск-уральский, улица кунавина, 2, офис 112"
"ооо ""эвриком-дв""",/id/7431154,генеральный директор,деменин юрий викторович,2703079015,1142703001891,6 мая 2014 г.,50 000 руб.,,56.30 подача напитков,563000,"681013, хабаровский край, город комсомольск-на-амуре, проспект ленина, 17"
"ооо ""зиууон""",/id/7815456,генеральный директор,биченов юрий иналович,1510017395,1151510000124,25 мая 2015 г.,100 000 руб.,,56.30 подача напитков,563000,"363750, республика северная осетия - алания, моздокский район, город моздок, улица кирова, дом 102 строение а"
"ооо ""харт""",/id/10596798,генеральный директор,орлов антон евгеньевич,3812058842,1163850084298,18 августа 2016 г.,300 000 руб.,,56.30 подача напитков,563000,"664005, иркутская область, город иркутск, 2-я железнодорожная улица, дом 5а, квартира 42"
"ооо ""788+""",/id/10416926,директор,редько дмитрий геннадьевич,6163146247,1166196067267,30 марта 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"344006, ростовская область, город ростов-на-дону, буденновский проспект, дом 42/50 литер""зц зц-2 зц-3"" 2-этаж, комната 20"
"ооо ""говард крафт""",/id/10305388,генеральный директор,родин роман владимирович,9701029533,1167746080952,22 января 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"119072, город москва, болотная набережная, дом 7 стр 3, пом ii эт 1 ком 2"
"ооо ""пивной этикет""",/id/10438950,генеральный директор,шумилова ольга витальевна,7840049903,1167847183360,14 апреля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"191025, город санкт-петербург, улица марата, дом 14 литера а, помещение 6-н"
"ооо ""крокодил""",/id/11445786,генеральный директор,паламарчук григорий юрьевич,7838079548,1187847140634,18 мая 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"190000, город санкт-петербург, галерная улица, дом 18 литер а, помещение 1-н"
"ооо ""щедрый вечер-розница 1""",/id/11482705,директор,дианова марина владимировна,2225193820,1182225022605,25 июня 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"656038, алтайский край, город барнаул, улица кирова, дом 51а, помещение н1"
"ооо ""коллектив энерго""",/id/11493051,генеральный директор,николаев вячеслав александрович,7842155978,1187847186229,29 июня 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"191123, город санкт-петербург, фурштатская улица, дом 58 литер б, помещение 1н офис 1"
"ооо ""голден драгон владивосток""",/id/11511622,генеральный директор,чжанг хо ен,2536311690,1182536025528,23 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"690091, приморский край, город владивосток, 1-я морская улица, дом 6/25, помещение 1"
"ооо ""элита""",/id/11568822,директор,решетова ксения олеговна,1840082931,1181832021249,25 сентября 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"426072, республика удмуртская, город ижевск, молодежная улица, дом 6 литер а, офис 8"
"ооо ""днк""",/id/11789521,директор,дё сун те,6501304593,1196501003654,17 мая 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"693000, сахалинская область, город южно-сахалинск, улица карла маркса, дом 29б/1"
"ооо ""диджиталмакс""",/id/1368697,генеральный директор,эрман матфей дмитриевич,7733550343,1057748048247,31 августа 2005 г.,20 000 руб.,,56.30 подача напитков,563000,"123104, город москва, улица бронная м., дом 10 строение 1, пом 1 ком 1-12"
"ооо ""ноктюрн""",/id/977422,директор,седлова татьяна аркадьевна,2129060930,1062128185900,28 марта 2006 г.,251 000 руб.,,56.30 подача напитков,563000,"428035, чувашская республика - чувашия, город чебоксары, улица ахазова, 1 а"
"ооо ""джаз""",/id/2663087,генеральный директор,варданян николай варужанович,7724573545,1067746461122,6 апреля 2006 г.,20 000 руб.,,56.30 подача напитков,563000,"129075, город москва, аргуновская улица, дом 10 строение 2, помещение 12"
"ооо ""успех""",/id/3862552,директор,саблин евгений владимирович,6824004251,1096824000151,14 апреля 2009 г.,50 000 руб.,,56.30 подача напитков,563000,"393360, тамбовская область, город кирсанов, советская улица, 28-1"
"ооо ""чайка""",/id/2931386,генеральный директор,ухалова ольга аркадьевна,3704569984,1103704000290,5 мая 2010 г.,163 900 руб.,организация в процессе реорганизации,56.30 подача напитков,563000,"155040, ивановская область, тейковский район, город тейково, фрунзенская улица, 10 ""г"""
"ооо ""урал-пиво""",/id/1300978,директор,горбачёв валерий викторович,7447169507,1107447004103,30 марта 2010 г.,10 000 руб.,,56.30 подача напитков,563000,"454021, челябинская область, город челябинск, улица бейвеля, 6, помещение 22"
"ооо ""управляющая компания ресто групп""",/id/7214094,директор,шинкарев артем владимирович,7456020581,1147456001318,3 марта 2014 г.,20 000 руб.,,56.30 подача напитков,563000,"455001, челябинская область, город магнитогорск, улица герцена, дом 6, офис 514"
"ооо ""брянскпиво заводской бар""",/id/10792941,генеральный директор,морозова жанна васильевна,3257048627,1163256065026,5 декабря 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"241050, брянская область, город брянск, улица калинина, дом 98 а, офис 321"
"ооо ""ресторан зима""",/id/10889810,генеральный директор,сухоруков василий александрович,3123405080,1173123001974,26 января 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"308024, белгородская область, город белгород, проспект ватутина, дом 6а"
"ооо ""берил""",/id/11782943,директор,дронов антон андреевич,3123454056,1193123012070,6 мая 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"308009, белгородская область, город белгород, улица 50-летия белгородской области, дом 12 а, помещение 034"
"ооо ""бар-столовая""",/id/11819451,директор,ильин андрей александрович,5528047542,1195543016558,20 июня 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"644545, омская область, омский район, деревня ракитинка (морозовского с/п), солнечная улица, дом 35"
"ооо ""южный""",/id/11819537,директор,вагин максим николаевич,5251011222,1195275032270,20 июня 2019 г.,10 000 руб.,,56.30 подача напитков,563000,"607012, нижегородская область, город кулебаки, улица маряхина, дом 4а"
"ооо ""динипа""",/id/11821469,генеральный директор,низовцев александр сергеевич,2465325005,1192468022284,24 июня 2019 г.,10 500 руб.,,56.30 подача напитков,563000,"660135, красноярский край, город красноярск, взлетная улица, дом 28, ком/пом 191"
"ооо ""дионис""",/id/10204869,директор,гуляев антон валерьевич,6154141517,1156196067829,6 ноября 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"347923, ростовская область, город таганрог, инструментальная улица, дом 31, квартира 3"
"ооо ""бар сервис""",/id/10272559,директор,борзов евгений юрьевич,6163144384,1156196076189,23 декабря 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"344000, ростовская область, город ростов-на-дону, газетный переулок, дом 54/2"
"ооо ""карат-м""",/id/7655004,директор,лепшокова фатима казбековна,6312148236,1156312003264,27 марта 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"443072, самарская область, город самара, тувинская улица, дом 38"
"ооо ""мемфис""",/id/7844626,директор,шишкин александр сергеевич,6311160015,1156313048715,31 августа 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"443030, самарская область, город самара, чернореченская улица, дом 21, комната 38"
"ооо ""тал""",/id/7622065,генеральный директор,ларкин евгений александрович,6453140350,1156451006733,23 апреля 2015 г.,10 320 руб.,,56.30 подача напитков,563000,"410033, саратовская область, город саратов, гвардейская улица, дом 13"
"ооо ""битрейт-алко""",/id/7848490,директор,пестерев сергей владимирович,6684022160,1156684004070,28 сентября 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"623101, свердловская область, город первоуральск, бульвар юности, дом 4, квартира 32"
"ооо ""сан рэй""",/id/7704863,генеральный директор,шляпников алексей александрович,7413020869,1157413000194,17 февраля 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"456780, челябинская область, город озерск, проспект победы, дом 14"
"ооо ""охана""",/id/10170929,директор,щипунова екатерина валерьевна,7460023987,1157460004965,6 октября 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"454052, челябинская область, город челябинск, шоссе металлургов, дом 76а, квартира 18"
"ооо ""ниторис""",/id/7588477,генеральный директор,сиротин игорь валерьевич,7727140099,1157746324361,9 апреля 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"117420, город москва, улица намёткина, дом 17/68, пом/ком 9/5"
"ооо ""рус бар""",/id/7760936,генеральный директор,созинова ирина владимировна,7733240246,1157746599691,3 июля 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"125362, город москва, вишнёвая улица, дом 8/16, помещение 4п ком 8"
"ооо ""невская венеция""",/id/7646287,генеральный директор,михайлов игорь олегович,7801281878,1157847194999,3 июня 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"199406, город санкт-петербург, улица беринга, дом 1 корпус а, помещение 41н"
"ооо ""фешн групп""",/id/7891614,генеральный директор,середин павел сергеевич,7840039581,1157847318606,18 сентября 2015 г.,12 000 руб.,,56.30 подача напитков,563000,"191011, город санкт-петербург, набережная канала грибоедова, дом 26 литер а, помещение 22-н"
"ооо ""сидклуб""",/id/10199078,генеральный директор,езиашвили ираклий григорьевич,7840041686,1157847369767,30 октября 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"191002, город санкт-петербург, улица ломоносова, дом 16 литера а, помещение 1н"
"ооо ""кинобар""",/id/7678570,генеральный директор,уткин иван николаевич,8602255434,1158602002404,20 марта 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"628404, ханты-мансийский автономный округ - югра, город сургут, улица нефтяников, дом 4/1, квартира 24"
"ооо ""найсус""",/id/7590689,генеральный директор,токмакова анна александровна,8622000699,1158622000074,27 января 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"628260, ханты-мансийский автономный округ - югра, город югорск, улица ленина, дом 14, квартира 17"
"ооо ""спарта""",/id/10717505,директор,гатаулин артур линарович,0264073330,1160280121044,20 октября 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"452680, республика башкортостан, город нефтекамск, улица карла маркса, дом 13б"
"ооо ""синема 16 - бар""",/id/10337466,директор,цивин борис львович,1215207776,1161215051194,5 февраля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"424006, республика марий эл, город йошкар-ола, улица панфилова, дом 41"
"ооо ""чил аут""",/id/10647383,директор,сикалиев марат муратович,1215213265,1161215060687,27 сентября 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"424000, республика марий эл, город йошкар-ола, советская улица, дом 116, помещение 1"
"ооо ""кио""",/id/10599952,генеральный директор,шарипов альфред фаридович,1655369721,1161690140303,22 августа 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"420111, республика татарстан, город казань, право-булачная улица, дом 35/2, офис 68а"
"ооо ""пир""",/id/10604228,директор,гарипова нонна камоевна,1655370004,1161690141370,23 августа 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"420107, республика татарстан, город казань, улица островского, дом 67, помещение 17"
"ооо ""йохохо-барнаул""",/id/10480770,директор,индюков андрей геннадьевич,2221227490,1162225072888,18 мая 2016 г.,25 000 руб.,,56.30 подача напитков,563000,"656039, алтайский край, город барнаул, улица советской армии, дом 121а, квартира 49"
"ооо ""витмакс""",/id/10467598,директор,прокопьев максим владимирович,2463101306,1162468075340,5 мая 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"660011, красноярский край, город красноярск, лесная улица, дом 115, квартира 2"
"ооо ""кифа""",/id/10429926,директор,кулешов евгений анатольевич,2540219714,1162536061269,8 апреля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"690091, приморский край, город владивосток, пограничная улица, дом 12"
"ооо ""парадайз""",/id/10322253,генеральный директор,захаров евгений владимирович,2705000557,1162724051808,27 января 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"682469, хабаровский край, город николаевск-на-амуре, улица кантера, дом 29, пом. i(3)"
"ооо ""мюнхен плюс""",/id/10336126,генеральный директор,пылыпив михаил михайлович,2709015392,1162724053964,9 февраля 2016 г.,30 000 руб.,,56.30 подача напитков,563000,"682860, хабаровский край, ванинский район, рабочий поселок ванино, железнодорожная улица, дом 123"
"ооо ""норд-а""",/id/10376213,директор,кушков алексей николаевич,2901265711,1162901054007,2 марта 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"163000, архангельская область, город архангельск, проспект ломоносова, дом 92, квартира 31"
"ооо ""осень золотистая""",/id/10720714,директор,лохов игорь геннадьевич,2902083440,1162901063434,25 октября 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"164504, архангельская область, город северодвинск, улица ломоносова, дом 57, квартира 50"
"ооо ""лобстер""",/id/10322803,директор,ивойлов василий николаевич,3525367607,1163525054197,1 февраля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"160004, вологодская область, город вологда, гончарная улица, дом 4, квартира 51"
"ооо ""хаббл баббл""",/id/10386800,генеральный директор,шарапов максим леонидович,3666207050,1163668064780,11 марта 2016 г.,12 500 руб.,,56.30 подача напитков,563000,"394036, воронежская область, город воронеж, проспект революции, дом 54 пом. i, офис 25"
"ооо ""скайфол""",/id/10321737,генеральный директор,ерёмин максим николаевич,4101173367,1164101050002,11 января 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"683024, камчатский край, город петропавловск-камчатский, проспект 50 лет октября, дом 4, квартира 25"
"ооо ""нирвана""",/id/10621477,генеральный директор,панчишко павел александрович,4101176784,1164101056503,7 сентября 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"683024, камчатский край, город петропавловск-камчатский, ботанический переулок, дом 9, квартира 26"
"ооо ""божена""",/id/10537289,директор,кириленко ирина элеазаровна,4345448175,1164350067430,30 июня 2016 г.,30 000 руб.,,56.30 подача напитков,563000,"610017, кировская область, город киров, улица маклина, дом 49а, квартира 77"
"ооо ""еда и удовольствие""",/id/10477680,директор,потапов виталий васильевич,5263123756,1165275012682,16 мая 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"603094, нижегородская область, город нижний новгород, улица энгельса, дом 1, помещение п14 офис 3"
"ооо ""колхозка""",/id/10517627,генеральный директор,баранов мирослав михайлович,5302014506,1165321054271,14 июня 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"175400, новгородская область, валдайский район, город валдай, народная улица, дом 16"
"ооо ""наше время""",/id/10424488,директор,решетникова инна олеговна,5401961191,1165476087820,5 апреля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"630112, новосибирская область, город новосибирск, улица фрунзе, дом 230, квартира 44"
"ооо ""результат плюс""",/id/10617318,директор,журавлев максим николаевич,5403021299,1165476156614,6 сентября 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"630077, новосибирская область, город новосибирск, улица костычева, дом 74/1, квартира 685"
"ооо ""соулу""",/id/10529726,директор,криворотов евгений викторович,5611078024,1165658066331,24 июня 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"460009, оренбургская область, город оренбург, мельничный переулок, дом 5, квартира 12"
"ооо ""баба люба""",/id/10382594,директор,абраменко яна геннадьевна,6163145765,1166196062339,9 марта 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"344010, ростовская область, город ростов-на-дону, улица шаумяна, дом 71/46а"
"ооо ""крафт""",/id/10546076,директор,шепило светлана владимировна,6167134517,1166196086308,7 июля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"344019, ростовская область, город ростов-на-дону, верхненольная улица, дом 5"
"ооо ""стиляги-сити""",/id/10507648,директор,макарова александра сергеевна,6230097781,1166234063270,6 июня 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"390035, рязанская область, город рязань, голенчинская улица, дом 67б"
"ооо ""афт""",/id/10363877,директор,лошаков алексей петрович,6321404895,1166313066446,20 февраля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"445027, самарская область, город тольятти, бульвар буденного, дом 13, квартира 257"
"ооо ""парма""",/id/10381617,директор,володина людмила васильевна,6311163680,1166313070703,4 марта 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"443070, самарская область, город самара, аэродромная улица, дом 47а литера а, комната 19"
"ооо ""еда бар""",/id/10513711,директор,юртаев александр владимирович,6324072750,1166313106585,15 июня 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"445008, самарская область, город тольятти, громовой улица, дом 26, квартира 10"
"ооо ""веном""",/id/10546971,директор,акимова юлия вадимовна,6316224167,1166313115946,14 июля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"443100, самарская область, город самара, полевая улица, дом 68, помещение 8"
"ооо ""берлога""",/id/10434875,директор,зуева екатерина викторовна,6732123820,1166733058117,12 апреля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"214019, смоленская область, город смоленск, крупской улица, дом 43/2, квартира 19"
"ооо ""успех""",/id/10567376,директор,бетехтин юрий владимирович,7205029229,1167232076142,26 июля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"627720, тюменская область, ишимский район, поселок октябрьский, улица 30 лет победы, дом 2, квартира 3"
